Imagen,Ruta,Alas,Puertas,Motores,Color
2044277.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
2035343.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1606745.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
1246993.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
1557747.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1763802.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
2029861.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1913641.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1604058.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1191065.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
1606594.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
0102223.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
2025767.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1113588.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0447940.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0576242.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0584536.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0116704.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1977078.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1355230.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0071197.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0768404.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
0063290.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
0361112.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
0836146.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
0482796.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
0345781.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0136190.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1856982.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1559371.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0346147.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
1004164.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1255726.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
1013519.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0483243.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1423425.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0907390.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1088805.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0185316.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
0067397.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
1291894.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
1609206.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1906074.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0523221.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
1908065.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
1621237.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
1561989.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
1013358.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0853397.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1758544.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0618871.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0681535.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Rojo
0765780.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1346444.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0949946.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
0127637.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
0843145.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0094394.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
2084806.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1446456.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
0487316.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
0181735.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0114420.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0215875.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
2175624.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
0994754.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
0901514.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1132271.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0203222.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1486858.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1906073.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
0923502.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
1027362.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
1831097.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1464252.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
1270583.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1313523.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0396589.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1607382.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
0934705.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1312250.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
2098098.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1351410.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1945366.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
1165189.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1255446.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1539428.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
1058491.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1117069.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1380336.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
0481842.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1227531.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
1658655.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1909808.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1639831.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
1056320.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1296212.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1355236.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1385121.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
1814161.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
2210075.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1871272.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1869981.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
1864330.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1355481.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
1376172.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1165384.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
1103086.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
1191117.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
2090080.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
1396939.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
1757004.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1879116.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0481841.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1018875.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
0205770.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
2146985.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1237633.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1031451.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1483441.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
1589410.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
0709185.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1363952.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
0625763.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1003143.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1564781.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0979624.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
1636535.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1105737.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0973383.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
2246105.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0445491.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1818746.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1327284.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
0672114.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0248132.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1300487.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
0939503.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
2088369.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1917860.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1333717.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1268547.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1541378.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0522853.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1614878.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1102381.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0090861.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1221957.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
0147032.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
0232377.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
2057952.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
0857653.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
0115072.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1641331.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
0367794.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
0304209.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
2261957.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1586478.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1833079.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1008426.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
0205775.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0237111.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
1553898.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
2152856.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
0829997.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0075759.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1389257.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
0625402.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
2137087.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0274254.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
2236969.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1293019.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1110808.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0849417.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
0973290.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
0523031.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
0257282.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
2096354.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
2040683.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
0684603.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
2206288.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
0625762.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
2031397.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
1000045.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
2195127.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
2008019.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0434343.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1616512.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
0410062.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
0547318.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1958762.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
0523050.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
1879898.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
2168926.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
0367993.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
0076836.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1568879.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1332663.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1154702.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1645748.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
1218795.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
0062131.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1599803.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1768769.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0684562.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1079168.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
2226325.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
0851313.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0523001.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
2221573.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0939608.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1790500.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
1237863.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
1539325.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
2238330.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
1997848.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1461298.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1103363.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
2096236.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
2131538.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
2197483.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1376301.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
2239590.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
0273146.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1992921.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
1053428.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1184708.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0491557.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
0974301.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
1549128.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1917518.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0977515.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1870658.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
2099421.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
1880805.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0225212.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
2258288.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0257026.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0523063.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1616481.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
2260895.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1585032.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
2183607.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
1912969.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
1017290.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1427112.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
0301964.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
1444739.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0100207.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1753661.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0684608.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
1258138.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
0675670.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0457177.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
1467620.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
2109389.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
1936773.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
2162934.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
1885667.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1027573.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
0496970.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1795156.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1939758.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
1251253.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
1531355.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1584962.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
0857160.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
2241971.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
2171767.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1979066.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
2147234.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
0175819.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1864988.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1540121.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Rojo
0714155.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
2041415.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
1146174.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0824047.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1313522.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
0063835.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0884477.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0414366.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0237414.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0077196.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1568114.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
0897300.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
0295746.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
0245219.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
0701753.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
1210463.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
0187671.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0241450.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1571964.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1507531.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0585327.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1266977.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1111277.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0457830.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0136500.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0072870.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0082967.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
0062258.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1234832.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
0447785.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
0918184.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0301967.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
0140272.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0523012.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
0066533.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0996579.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
0151678.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1413317.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
0944221.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
0219233.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
2124076.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1462854.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0529811.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0996087.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0066413.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
0076845.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
0681536.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1649738.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
0450540.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1335195.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
1872634.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0690074.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
0942763.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1318416.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
2068053.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
0454595.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
0745361.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
2175627.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1073030.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1690964.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1340494.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0738965.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
0966176.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1240324.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1719561.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
1469661.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1461207.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
0175821.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
0885090.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1922848.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
1723789.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
